label,pixel43,pixel44,pixel92,pixel124,pixel125,pixel126,pixel127,pixel128,pixel129,pixel130,pixel131,pixel132,pixel133,pixel134,pixel135,pixel136,pixel137,pixel138,pixel146,pixel147,pixel148,pixel149,pixel150,pixel151,pixel152,pixel153,pixel154,pixel155,pixel156,pixel157,pixel158,pixel159,pixel160,pixel327,pixel328,pixel329,pixel351,pixel410,pixel411,pixel412,pixel413,pixel414,pixel415,pixel416,pixel417
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,254,193,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,148,253,252,74,0,253,55,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,191,255,128,0,0,0,255,255,0,128,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,148,148,0,0,0,0,0,60,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,21,214,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,253,252,41,0,0,0,253,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,145,255,254,255,254,224,130,95,5,0,0,0,253,253,253,0,0,94,253,253,253,12,0,0
0,0,0,0,0,0,0,0,0,0,0,4,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,88,176,253,0,86,253,0,38,226,254,254,139,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,118,0,55,238,61,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,0,28,254,254,254,46,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,151,31,0,0,0,0,36,238,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,109,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
2,0,0,0,253,253,253,106,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,170,252,252,252,252,253,44,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,86,86,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,11,0,171,59,254,254,180,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,253,253,143,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,125,218,255,254,254,241,253,253,253,123,189,21,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0
6,0,0,0,254,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,254,43,0,0,0,0,0,0,0,0,0,0,0,243,236,0,0,0,0,0,0
3,0,0,0,112,156,255,163,18,0,0,0,0,0,0,0,0,0,0,0,0,0,35,162,241,253,253,254,253,226,62,0,0,0,0,0,0,253,216,23,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,126,184,3,0,0,0,0,0,0,0,0,242,254,254,0,254,254,254,238,55,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,219,254,254,254,215,130,130,21,0,185,249,0,0,0,0,230,253,12,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,88,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,150,0,0,253,253,72,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,18,0,2,150,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,119,0,0,0,0,0,0,0,0,98,212,195,195,196,195,195,120,195
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,252,208,0,0,0,85,253,253,112,0,0
3,0,0,0,0,0,7,18,134,205,255,254,160,27,0,0,0,0,0,0,0,0,0,0,0,25,128,191,253,253,253,253,253,253,206,23,0,253,227,253,170,0,0,0,0,0
1,0,0,0,26,240,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,238,208,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0
2,0,0,0,0,0,21,72,152,152,233,254,131,0,0,0,0,0,0,0,0,0,0,0,0,82,163,223,253,252,253,252,253,252,253,130,0,214,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24,24,24,24,129,128,24,7,0,0,0,0,0,0,0,0,0,0,35,47,47,254,252,252,252,252,252,252,252,252,0,254,255,254,254,68,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,102,0,0,0,0,0,0,0,254,90,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,253,253,255,228,44,0,0,0,0,0,0,0,0,252,252,81,0,0,0,0,0,0
3,0,0,0,28,55,25,104,248,235,23,0,0,0,0,0,0,0,0,0,0,0,0,8,173,248,250,248,253,253,253,216,12,0,175,0,0,253,0,0,0,0,0,0,0,0
6,11,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,233,8,0,0,0,0,0,0,0,0,0,0,0,0,253,177,203,254,245,99,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,203,88,0,0,0,0,0,0,0
6,0,0,0,0,0,0,22,136,251,252,146,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,253,252,247,119,14,0,0,0,0,0,232,232,216,41,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,90,0,0,0,0,0,0
0,0,0,0,0,0,114,114,0,0,64,70,45,0,0,0,0,0,0,0,0,0,0,0,0,17,198,251,251,230,231,251,253,245,0,0,0,0,0,0,0,15,199,242,38,0
1,0,0,0,143,120,0,0,0,0,20,125,206,105,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,24,211,254,241,0,0,0,254,0,0,0,0,0,0,0,0
6,0,0,0,0,191,255,255,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,255,255,191,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,92,0,252,252,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,152,254,253,254,253,132,10,0,233,0,0,183,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,132,254,133,43,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
2,0,0,0,47,47,140,161,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26,122,191,252,252,252,252,168,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,64,128,0,128,255,128,0,0,0,0
6,0,0,0,0,0,0,30,161,236,252,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,155,252,252,252,115,0,208,133,25,189,153,232,252,252,160,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,255,86,0,0,198,198,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,29,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,231,0,128,253,252,118,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,21,41,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,255,114,0,255,170,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,217,49,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,6,47,140,221,254,255,108,0,0,0,0,0,0,0,0,0,0,20,94,111,197,204,253,253,0,0,0,0,53,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,178,94,0,0,0,0,252,196,187,138,0,0,0,0,0
6,0,0,0,0,14,227,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,254,106,0,0,0,0,0,25,0,0,0,254,146,0,0,0,0,0,0
6,0,0,0,0,0,0,0,11,92,193,152,92,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,213,252,253,252,253,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,222,222,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,228,252,1,0,0,254,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,128,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0
5,0,0,0,0,135,202,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,254,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,108,254,254,170,253,247,53,112,253,18,0,0,0,0,0,0
2,0,0,0,101,143,239,255,253,253,100,50,0,0,0,0,0,0,0,0,0,0,0,24,204,252,252,194,187,203,252,252,164,0,0,0,0,111,0,0,0,0,0,0,0,0
3,0,0,0,226,255,255,255,255,141,57,0,0,0,0,0,0,0,0,0,0,57,114,86,170,170,170,170,198,255,255,255,170,0,0,0,0,255,198,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,99,162,161,161,161,161,22,0,0,0,184,0,0,3,118,253,253,137,0,0
3,0,0,0,0,0,5,24,118,243,181,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,136,252,252,252,253,92,0,0,0,0,252,127,0,0,0,0,0,0,0
6,0,0,0,2,220,206,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,161,253,134,0,0,0,0,0,0,0,0,0,0,107,150,253,253,77,0,0,0
0,0,0,0,0,0,0,0,0,0,125,254,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,197,234,234,243,253,34,253,111,0,0,253,151,9,0,0,0,0,0
1,0,0,0,0,0,187,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,239,23,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,91,255,249,149,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,0,0,0,7,249,253,227,0,253,253,199,92,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0
0,0,0,0,0,0,57,141,253,255,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,224,253,251,253,251,169,56,253,251,253,0,169,254,253,254,84,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,101,0,0,252,202,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,6,0,0,205,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,73,151,151,235,238,151,48,0,0,0,0,0,0,254,173,249,254,100,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,0,0,84,254,254,254,254,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,227,255,146,136,68,18,5,253,253,53,0,0,166,253,195,11,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,114,86,198,255,198,86,0,255,255,86,0,0,86,255,57,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,140,223,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,11,103,222,255,153,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,95,219,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,29,255,141,141,170,141,57,0,0,0,0,0,0,0,0,0,0,0,0,0,57,255,255,255,255,255,255,255,141,0,57,255,255,0,0,0,255,255,114,0,0,0
1,0,0,0,0,0,0,0,0,0,0,128,255,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,255,0,0,0,255,0,0,0,0,0,0,0,0
1,0,0,0,97,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,189,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2,0,0,0,0,0,41,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,214,253,163,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,147,0,247,47,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,253,103,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,70,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,197,0,0,252,175,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,10,97,218,254,254,118,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,214,254,254,0,0,0,254,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,139,252,252,252,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,104,253,252,252,252,29,0,0,0,0,210,252,213,96,0,0,0,0,0
1,0,0,0,92,253,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,252,241,72,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,253,253,0,253,253,186,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,20,211,254,254,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,236,252,126,121,27,0,0,0,0,0,239,254,204,14,0,0,0,0
6,0,0,0,0,0,0,103,237,252,252,252,185,0,0,0,0,0,0,0,0,0,0,0,0,2,48,215,253,252,252,252,252,229,0,0,0,0,252,252,253,252,247,63,0,0
8,0,0,0,0,0,0,0,0,21,165,230,255,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,227,243,104,233,254,231,158,55,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,5,0,14,253,253,194,0,0,0,0,0
2,0,0,0,231,137,28,0,0,0,0,0,0,0,0,0,0,0,0,0,43,242,252,252,253,252,252,212,83,0,0,0,0,0,189,0,0,0,252,252,42,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,27,0,0,0,0,0,0,0
1,0,0,0,0,0,0,114,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,170,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,229,155,22,0,0,0,44,5,0,254,161,27,7,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128,128,128,128,64,0,0,0,64,0,0,255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,126,0,254,254,254,83,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,253,206,0,44,21,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,158,1,0,0,0,0,0,25,0,0,0,0,0,0,0
6,0,0,0,0,43,228,254,251,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,254,254,254,89,0,0,0,0,0,0,0,252,99,2,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,55,0,0,254,69,0,0,0,0,0,0
8,0,0,0,26,207,253,255,128,25,0,0,0,0,0,0,0,0,0,0,0,0,48,147,225,231,252,252,253,252,103,0,0,0,220,196,21,253,38,0,0,0,0,0,0,0
6,0,0,0,0,0,0,25,158,254,236,136,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,219,254,229,254,254,191,134,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,191,192,109,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,181,252,253,252,227,217,156,52,0,0,0,0,0,253,252,252,211,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,235,182,124,0,0,0,0,0,0,0,0
6,0,0,0,0,84,177,221,253,253,213,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,149,254,253,253,158,73,0,76,211,193,0,253,224,253,253,253,114,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,51,152,233,254,213,152,152,92,51,0,21,254,253,252,253,212,20,0,0,0,0,0
2,0,0,0,253,209,210,218,148,122,7,0,0,0,0,0,0,0,0,0,0,0,0,57,246,252,252,253,252,252,252,200,36,0,9,0,0,232,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,32,121,142,254,254,183,64,0,0,0,0,0,0,0,0,0,15,253,253,171,49,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,253,220,0,252,168,0,0,0,0,0,0
0,0,0,0,0,0,0,25,255,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,253,233,59,25,5,253,48,0,0,254,254,48,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,17,0,0,0,0,0,0,0
6,0,0,0,0,120,253,253,253,156,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,134,246,253,253,253,232,0,0,0,125,21,6,253,195,190,248,253,253,251,178,4
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,233,255,0,223,253,212,0,0,0,0,0
3,0,0,0,166,224,159,78,0,0,0,0,0,0,0,0,0,0,0,0,0,7,157,233,254,254,254,254,253,128,3,0,0,0,0,0,0,254,184,250,254,232,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,3,63,165,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,59,142,223,235,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,209,254,200,115,48,0,0,0,0,0,0,0,0,253,80,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,168,0,0,252,253,167,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,254,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,96,96,96,174,253,153,0,0,0,0,0,251,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,104,254,255,166,130,130,130,130,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,130,196,232,92,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,27,146,224,100,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,253,254,0,212,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,155,0,0,254,80,0,0,0,0,0,0
6,0,0,0,0,113,254,255,167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,223,254,211,13,0,0,0,0,0,0,0,0,174,90,162,254,61,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,10,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,133,133,59,0,0,0,0,0,0,0,0,0,0,0,0,0,254,161,161,161,161,161,161,161,42
4,0,0,0,0,0,0,0,0,0,0,0,50,141,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166,75,0,0,42,133,205,235,157,58,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,60,61,60,21,0,0,0,252,223,7,107,204,17,0,0,0,0,0,0
0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,253,168,21,25,83,83,25,21,0,0,0,182,253,253,0,26,220,251,104,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,244,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,113,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,29,135,189,255,240,90,0,0,0,0,0,0,0,0,0,0,0,0,12,106,221,246,254,254,254,254,0,129,254,0,0,54,254,254,229,0,0,0
1,0,0,0,0,0,167,232,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,255,40,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0
